"REF_DATE","GEO","DGUID","Age group","Sex","Indicators","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Perceived health, fair or poor","Number of persons","Number","223","units","0","v110815032","9.3.2.2.1","","F","","","0"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Perceived health, fair or poor","Percent","Percent","239","units","0","v110815035","9.3.2.2.4","7.9","E","","","1"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Perceived health, fair or poor","Percent","Percent","239","units","0","v110815035","9.3.2.2.4","7.1","","","","1"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110815039","9.3.2.3.1","65700","","","","0"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110815039","9.3.2.3.1","55500","E","","","0"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Perceived mental health, very good or excellent","Percent","Percent","239","units","0","v110815042","9.3.2.3.4","53.8","","","","1"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Perceived mental health, very good or excellent","Percent","Percent","239","units","0","v110815042","9.3.2.3.4","46.2","","","","1"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v110815046","9.3.2.4.1","20500","E","","","0"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v110815046","9.3.2.4.1","","F","","","0"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Perceived mental health, fair or poor","Percent","Percent","239","units","0","v110815049","9.3.2.4.4","16.8","E","","","1"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Perceived mental health, fair or poor","Percent","Percent","239","units","0","v110815049","9.3.2.4.4","22.3","","","","1"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Perceived life stress, most days quite a bit or extremely stressful","Number of persons","Number","223","units","0","v110815053","9.3.2.5.1","23200","E","","","0"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Perceived life stress, most days quite a bit or extremely stressful","Number of persons","Number","223","units","0","v110815053","9.3.2.5.1","","F","","","0"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Perceived life stress, most days quite a bit or extremely stressful","Percent","Percent","239","units","0","v110815056","9.3.2.5.4","18.6","E","","","1"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Perceived life stress, most days quite a bit or extremely stressful","Percent","Percent","239","units","0","v110815056","9.3.2.5.4","25.9","","","","1"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Number of persons","Number","223","units","0","v110815060","9.3.2.6.1","35300","","","","0"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Number of persons","Number","223","units","0","v110815060","9.3.2.6.1","38600","E","","","0"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Percent","Percent","239","units","0","v110815063","9.3.2.6.4","28.9","","","","1"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Percent","Percent","239","units","0","v110815063","9.3.2.6.4","32.8","","","","1"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Body mass index, adjusted self-reported, adult (18 years and over), obese","Number of persons","Number","223","units","0","v110815067","9.3.2.7.1","33300","","","","0"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Body mass index, adjusted self-reported, adult (18 years and over), obese","Number of persons","Number","223","units","0","v110815067","9.3.2.7.1","","F","","","0"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Body mass index, adjusted self-reported, adult (18 years and over), obese","Percent","Percent","239","units","0","v110815070","9.3.2.7.4","27.3","","","","1"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Body mass index, adjusted self-reported, adult (18 years and over), obese","Percent","Percent","239","units","0","v110815070","9.3.2.7.4","32.8","","","","1"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Arthritis (15 years and over)","Number of persons","Number","223","units","0","v110815081","9.3.2.9.1","","F","","","0"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Arthritis (15 years and over)","Number of persons","Number","223","units","0","v110815081","9.3.2.9.1","","x","","","0"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Arthritis (15 years and over)","Percent","Percent","239","units","0","v110815084","9.3.2.9.4","","F","","","1"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Arthritis (15 years and over)","Percent","Percent","239","units","0","v110815084","9.3.2.9.4","","x","","","1"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Diabetes","Number of persons","Number","223","units","0","v110815088","9.3.2.10.1","","F","","","0"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Diabetes","Number of persons","Number","223","units","0","v110815088","9.3.2.10.1","","x","","","0"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Diabetes","Percent","Percent","239","units","0","v110815091","9.3.2.10.4","","F","","","1"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Diabetes","Percent","Percent","239","units","0","v110815091","9.3.2.10.4","","x","","","1"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Asthma","Number of persons","Number","223","units","0","v110815095","9.3.2.11.1","","..","","","0"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Asthma","Number of persons","Number","223","units","0","v110815095","9.3.2.11.1","","..","","","0"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Asthma","Percent","Percent","239","units","0","v110815098","9.3.2.11.4","","..","","","1"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Asthma","Percent","Percent","239","units","0","v110815098","9.3.2.11.4","","..","","","1"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Number of persons","Number","223","units","0","v110815102","9.3.2.12.1","","..","","","0"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Number of persons","Number","223","units","0","v110815102","9.3.2.12.1","","..","","","0"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Percent","Percent","239","units","0","v110815105","9.3.2.12.4","","..","","","1"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Percent","Percent","239","units","0","v110815105","9.3.2.12.4","","..","","","1"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","High blood pressure","Number of persons","Number","223","units","0","v110815109","9.3.2.13.1","","F","","","0"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","High blood pressure","Number of persons","Number","223","units","0","v110815109","9.3.2.13.1","","F","","","0"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","High blood pressure","Percent","Percent","239","units","0","v110815112","9.3.2.13.4","","F","","","1"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","High blood pressure","Percent","Percent","239","units","0","v110815112","9.3.2.13.4","10.8","","","","1"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Mood disorder","Number of persons","Number","223","units","0","v110815116","9.3.2.14.1","16400","E","","","0"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Mood disorder","Number of persons","Number","223","units","0","v110815116","9.3.2.14.1","","F","","","0"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Mood disorder","Percent","Percent","239","units","0","v110815119","9.3.2.14.4","13.2","E","","","1"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Mood disorder","Percent","Percent","239","units","0","v110815119","9.3.2.14.4","14.1","","","","1"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Anxiety disorder","Number of persons","Number","223","units","0","v1574206000","9.3.2.30.1","","F","","","0"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Anxiety disorder","Percent","Percent","239","units","0","v1574206003","9.3.2.30.4","18.7","","","","1"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110815123","9.3.2.15.1","18200","E","","","0"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110815123","9.3.2.15.1","","F","","","0"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110815126","9.3.2.15.4","14.6","E","","","1"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110815126","9.3.2.15.4","20.3","","","","1"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110815130","9.3.2.16.1","9300","E","","","0"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110815130","9.3.2.16.1","","F","","","0"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110815133","9.3.2.16.4","7.5","E","","","1"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110815133","9.3.2.16.4","10.6","","","","1"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390951761","9.3.2.28.1","55200","","","","0"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390951761","9.3.2.28.1","54800","E","","","0"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Cannabis use, past 12 months","Percent","Percent","239","units","0","v1390951764","9.3.2.28.4","45.2","","","","1"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Cannabis use, past 12 months","Percent","Percent","239","units","0","v1390951764","9.3.2.28.4","45.7","","","","1"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Cannabis frequency of use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1390951769","9.3.2.29.1","13200","E","","","0"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Cannabis frequency of use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1390951769","9.3.2.29.1","","F","","","0"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Cannabis frequency of use in the past 12 months, daily or almost daily","Percent","Percent","239","units","0","v1390951772","9.3.2.29.4","10.8","E","","","1"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Cannabis frequency of use in the past 12 months, daily or almost daily","Percent","Percent","239","units","0","v1390951772","9.3.2.29.4","10.7","","","","1"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Ever used e-cigarette or vaping device","Number of persons","Number","223","units","0","v1574206008","9.3.2.31.1","60100","E","","","0"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Ever used e-cigarette or vaping device","Percent","Percent","239","units","0","v1574206011","9.3.2.31.4","49.3","","","","1"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Used e-cigarette or vaping device, past 30 days","Number of persons","Number","223","units","0","v1574206016","9.3.2.32.1","","F","","","0"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Used e-cigarette or vaping device, past 30 days","Percent","Percent","239","units","0","v1574206019","9.3.2.32.4","18.9","","","","1"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Heavy drinking","Number of persons","Number","223","units","0","v110815137","9.3.2.17.1","30200","","","","0"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Heavy drinking","Number of persons","Number","223","units","0","v110815137","9.3.2.17.1","44500","E","","","0"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Heavy drinking","Percent","Percent","239","units","0","v110815140","9.3.2.17.4","24.2","","","","1"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Heavy drinking","Percent","Percent","239","units","0","v110815140","9.3.2.17.4","36.9","","","","1"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Number of persons","Number","223","units","0","v110815144","9.3.2.18.1","77600","","","","0"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Number of persons","Number","223","units","0","v110815144","9.3.2.18.1","","..","","","0"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Percent","Percent","239","units","0","v110815147","9.3.2.18.4","62.1","","","","1"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Percent","Percent","239","units","0","v110815147","9.3.2.18.4","","..","","","1"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110815172","9.3.2.22.1","17100","E","","","0"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110815172","9.3.2.22.1","","..","","","0"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Fruit and vegetable consumption, 5 times or more per day","Percent","Percent","239","units","0","v110815175","9.3.2.22.4","14.1","E","","","1"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Fruit and vegetable consumption, 5 times or more per day","Percent","Percent","239","units","0","v110815175","9.3.2.22.4","","..","","","1"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Sense of belonging to local community, somewhat strong or very strong","Number of persons","Number","223","units","0","v110815179","9.3.2.23.1","81900","","","","0"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Sense of belonging to local community, somewhat strong or very strong","Number of persons","Number","223","units","0","v110815179","9.3.2.23.1","79500","E","","","0"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Sense of belonging to local community, somewhat strong or very strong","Percent","Percent","239","units","0","v110815182","9.3.2.23.4","67.1","","","","1"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Sense of belonging to local community, somewhat strong or very strong","Percent","Percent","239","units","0","v110815182","9.3.2.23.4","66.2","","","","1"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110815186","9.3.2.24.1","113400","","","","0"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110815186","9.3.2.24.1","105200","","","","0"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Life satisfaction, satisfied or very satisfied","Percent","Percent","239","units","0","v110815189","9.3.2.24.4","92.9","","","","1"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Life satisfaction, satisfied or very satisfied","Percent","Percent","239","units","0","v110815189","9.3.2.24.4","87.5","","","","1"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110815193","9.3.2.25.1","79200","","","","0"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110815193","9.3.2.25.1","83200","","","","0"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Has a regular healthcare provider","Percent","Percent","239","units","0","v110815196","9.3.2.25.4","64.0","","","","1"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Has a regular healthcare provider","Percent","Percent","239","units","0","v110815196","9.3.2.25.4","68.1","","","","1"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110815200","9.3.2.26.1","","..","","","0"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110815200","9.3.2.26.1","","..","","","0"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Contact with a medical doctor in the past 12 months","Percent","Percent","239","units","0","v110815203","9.3.2.26.4","","..","","","1"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Contact with a medical doctor in the past 12 months","Percent","Percent","239","units","0","v110815203","9.3.2.26.4","","..","","","1"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Influenza immunization in the past 12 months","Number of persons","Number","223","units","0","v123341819","9.3.2.27.1","","..","","","0"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Influenza immunization in the past 12 months","Number of persons","Number","223","units","0","v123341819","9.3.2.27.1","","F","","","0"
"2021","Saskatchewan","2016A000247","18 to 34 years","Males","Influenza immunization in the past 12 months","Percent","Percent","239","units","0","v123341822","9.3.2.27.4","","..","","","1"
"2022","Saskatchewan","2016A000247","18 to 34 years","Males","Influenza immunization in the past 12 months","Percent","Percent","239","units","0","v123341822","9.3.2.27.4","20.1","","","","1"
"2021","Saskatchewan","2016A000247","18 to 34 years","Females","Perceived health, very good or excellent","Number of persons","Number","223","units","0","v110815207","9.3.3.1.1","78100","","","","0"
"2022","Saskatchewan","2016A000247","18 to 34 years","Females","Perceived health, very good or excellent","Number of persons","Number","223","units","0","v110815207","9.3.3.1.1","59700","E","","","0"
"2021","Saskatchewan","2016A000247","18 to 34 years","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110815210","9.3.3.1.4","66.7","","","","1"
"2022","Saskatchewan","2016A000247","18 to 34 years","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110815210","9.3.3.1.4","50.9","","","","1"
"2021","Saskatchewan","2016A000247","18 to 34 years","Females","Perceived health, fair or poor","Number of persons","Number","223","units","0","v110815214","9.3.3.2.1","6500","E","","","0"
"2022","Saskatchewan","2016A000247","18 to 34 years","Females","Perceived health, fair or poor","Number of persons","Number","223","units","0","v110815214","9.3.3.2.1","","F","","","0"
"2021","Saskatchewan","2016A000247","18 to 34 years","Females","Perceived health, fair or poor","Percent","Percent","239","units","0","v110815217","9.3.3.2.4","5.6","E","","","1"
"2022","Saskatchewan","2016A000247","18 to 34 years","Females","Perceived health, fair or poor","Percent","Percent","239","units","0","v110815217","9.3.3.2.4","16.3","","","","1"
"2021","Saskatchewan","2016A000247","18 to 34 years","Females","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110815221","9.3.3.3.1","54700","","","","0"
"2022","Saskatchewan","2016A000247","18 to 34 years","Females","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110815221","9.3.3.3.1","41100","E","","","0"
"2021","Saskatchewan","2016A000247","18 to 34 years","Females","Perceived mental health, very good or excellent","Percent","Percent","239","units","0","v110815224","9.3.3.3.4","47.6","","","","1"
"2022","Saskatchewan","2016A000247","18 to 34 years","Females","Perceived mental health, very good or excellent","Percent","Percent","239","units","0","v110815224","9.3.3.3.4","35.0","","","","1"
"2021","Saskatchewan","2016A000247","18 to 34 years","Females","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v110815228","9.3.3.4.1","15900","E","","","0"
"2022","Saskatchewan","2016A000247","18 to 34 years","Females","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v110815228","9.3.3.4.1","38900","E","","","0"
"2021","Saskatchewan","2016A000247","18 to 34 years","Females","Perceived mental health, fair or poor","Percent","Percent","239","units","0","v110815231","9.3.3.4.4","13.8","E","","","1"
"2022","Saskatchewan","2016A000247","18 to 34 years","Females","Perceived mental health, fair or poor","Percent","Percent","239","units","0","v110815231","9.3.3.4.4","33.2","","","","1"
"2021","Saskatchewan","2016A000247","18 to 34 years","Females","Perceived life stress, most days quite a bit or extremely stressful","Number of persons","Number","223","units","0","v110815235","9.3.3.5.1","23700","","","","0"
"2022","Saskatchewan","2016A000247","18 to 34 years","Females","Perceived life stress, most days quite a bit or extremely stressful","Number of persons","Number","223","units","0","v110815235","9.3.3.5.1","30900","E","","","0"
"2021","Saskatchewan","2016A000247","18 to 34 years","Females","Perceived life stress, most days quite a bit or extremely stressful","Percent","Percent","239","units","0","v110815238","9.3.3.5.4","20.2","","","","1"
"2022","Saskatchewan","2016A000247","18 to 34 years","Females","Perceived life stress, most days quite a bit or extremely stressful","Percent","Percent","239","units","0","v110815238","9.3.3.5.4","26.3","","","","1"
"2021","Saskatchewan","2016A000247","18 to 34 years","Females","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Number of persons","Number","223","units","0","v110815242","9.3.3.6.1","26700","","","","0"
"2022","Saskatchewan","2016A000247","18 to 34 years","Females","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Number of persons","Number","223","units","0","v110815242","9.3.3.6.1","","F","","","0"
"2021","Saskatchewan","2016A000247","18 to 34 years","Females","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Percent","Percent","239","units","0","v110815245","9.3.3.6.4","25.5","","","","1"
"2022","Saskatchewan","2016A000247","18 to 34 years","Females","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Percent","Percent","239","units","0","v110815245","9.3.3.6.4","19.2","","","","1"
"2021","Saskatchewan","2016A000247","18 to 34 years","Females","Body mass index, adjusted self-reported, adult (18 years and over), obese","Number of persons","Number","223","units","0","v110815249","9.3.3.7.1","27600","","","","0"
"2022","Saskatchewan","2016A000247","18 to 34 years","Females","Body mass index, adjusted self-reported, adult (18 years and over), obese","Number of persons","Number","223","units","0","v110815249","9.3.3.7.1","36200","E","","","0"
"2021","Saskatchewan","2016A000247","18 to 34 years","Females","Body mass index, adjusted self-reported, adult (18 years and over), obese","Percent","Percent","239","units","0","v110815252","9.3.3.7.4","26.3","","","","1"
"2022","Saskatchewan","2016A000247","18 to 34 years","Females","Body mass index, adjusted self-reported, adult (18 years and over), obese","Percent","Percent","239","units","0","v110815252","9.3.3.7.4","33.5","","","","1"
"2021","Saskatchewan","2016A000247","18 to 34 years","Females","Arthritis (15 years and over)","Number of persons","Number","223","units","0","v110815263","9.3.3.9.1","","F","","","0"
"2022","Saskatchewan","2016A000247","18 to 34 years","Females","Arthritis (15 years and over)","Number of persons","Number","223","units","0","v110815263","9.3.3.9.1","","x","","","0"
"2021","Saskatchewan","2016A000247","18 to 34 years","Females","Arthritis (15 years and over)","Percent","Percent","239","units","0","v110815266","9.3.3.9.4","","F","","","1"
"2022","Saskatchewan","2016A000247","18 to 34 years","Females","Arthritis (15 years and over)","Percent","Percent","239","units","0","v110815266","9.3.3.9.4","","x","","","1"
"2021","Saskatchewan","2016A000247","18 to 34 years","Females","Diabetes","Number of persons","Number","223","units","0","v110815270","9.3.3.10.1","","F","","","0"
"2022","Saskatchewan","2016A000247","18 to 34 years","Females","Diabetes","Number of persons","Number","223","units","0","v110815270","9.3.3.10.1","","x","","","0"
"2021","Saskatchewan","2016A000247","18 to 34 years","Females","Diabetes","Percent","Percent","239","units","0","v110815273","9.3.3.10.4","","F","","","1"
"2022","Saskatchewan","2016A000247","18 to 34 years","Females","Diabetes","Percent","Percent","239","units","0","v110815273","9.3.3.10.4","","x","","","1"
"2021","Saskatchewan","2016A000247","18 to 34 years","Females","Asthma","Number of persons","Number","223","units","0","v110815277","9.3.3.11.1","","..","","","0"
"2022","Saskatchewan","2016A000247","18 to 34 years","Females","Asthma","Number of persons","Number","223","units","0","v110815277","9.3.3.11.1","","..","","","0"
"2021","Saskatchewan","2016A000247","18 to 34 years","Females","Asthma","Percent","Percent","239","units","0","v110815280","9.3.3.11.4","","..","","","1"
"2022","Saskatchewan","2016A000247","18 to 34 years","Females","Asthma","Percent","Percent","239","units","0","v110815280","9.3.3.11.4","","..","","","1"
"2021","Saskatchewan","2016A000247","18 to 34 years","Females","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Number of persons","Number","223","units","0","v110815284","9.3.3.12.1","","..","","","0"
"2022","Saskatchewan","2016A000247","18 to 34 years","Females","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Number of persons","Number","223","units","0","v110815284","9.3.3.12.1","","..","","","0"
"2021","Saskatchewan","2016A000247","18 to 34 years","Females","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Percent","Percent","239","units","0","v110815287","9.3.3.12.4","","..","","","1"
"2022","Saskatchewan","2016A000247","18 to 34 years","Females","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Percent","Percent","239","units","0","v110815287","9.3.3.12.4","","..","","","1"
"2021","Saskatchewan","2016A000247","18 to 34 years","Females","High blood pressure","Number of persons","Number","223","units","0","v110815291","9.3.3.13.1","","F","","","0"
"2022","Saskatchewan","2016A000247","18 to 34 years","Females","High blood pressure","Number of persons","Number","223","units","0","v110815291","9.3.3.13.1","","F","","","0"
"2021","Saskatchewan","2016A000247","18 to 34 years","Females","High blood pressure","Percent","Percent","239","units","0","v110815294","9.3.3.13.4","","F","","","1"
"2022","Saskatchewan","2016A000247","18 to 34 years","Females","High blood pressure","Percent","Percent","239","units","0","v110815294","9.3.3.13.4","6.0","","","","1"
"2021","Saskatchewan","2016A000247","18 to 34 years","Females","Mood disorder","Number of persons","Number","223","units","0","v110815298","9.3.3.14.1","15300","E","","","0"
"2022","Saskatchewan","2016A000247","18 to 34 years","Females","Mood disorder","Number of persons","Number","223","units","0","v110815298","9.3.3.14.1","","F","","","0"
"2021","Saskatchewan","2016A000247","18 to 34 years","Females","Mood disorder","Percent","Percent","239","units","0","v110815301","9.3.3.14.4","13.1","E","","","1"
"2022","Saskatchewan","2016A000247","18 to 34 years","Females","Mood disorder","Percent","Percent","239","units","0","v110815301","9.3.3.14.4","20.4","","","","1"
"2022","Saskatchewan","2016A000247","18 to 34 years","Females","Anxiety disorder","Number of persons","Number","223","units","0","v1574206067","9.3.3.30.1","39800","E","","","0"
"2022","Saskatchewan","2016A000247","18 to 34 years","Females","Anxiety disorder","Percent","Percent","239","units","0","v1574206070","9.3.3.30.4","34.0","","","","1"
"2021","Saskatchewan","2016A000247","18 to 34 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110815305","9.3.3.15.1","7300","E","","","0"
"2022","Saskatchewan","2016A000247","18 to 34 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110815305","9.3.3.15.1","","F","","","0"
"2021","Saskatchewan","2016A000247","18 to 34 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110815308","9.3.3.15.4","6.2","E","","","1"
"2022","Saskatchewan","2016A000247","18 to 34 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110815308","9.3.3.15.4","13.2","","","","1"
"2021","Saskatchewan","2016A000247","18 to 34 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110815312","9.3.3.16.1","","F","","","0"
"2022","Saskatchewan","2016A000247","18 to 34 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110815312","9.3.3.16.1","","F","","","0"
"2021","Saskatchewan","2016A000247","18 to 34 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110815315","9.3.3.16.4","","F","","","1"
"2022","Saskatchewan","2016A000247","18 to 34 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110815315","9.3.3.16.4","9.1","","","","1"
"2021","Saskatchewan","2016A000247","18 to 34 years","Females","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390951777","9.3.3.28.1","35500","","","","0"
"2022","Saskatchewan","2016A000247","18 to 34 years","Females","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390951777","9.3.3.28.1","44300","E","","","0"
"2021","Saskatchewan","2016A000247","18 to 34 years","Females","Cannabis use, past 12 months","Percent","Percent","239","units","0","v1390951780","9.3.3.28.4","30.9","","","","1"
