"REF_DATE","GEO","DGUID","Persons in low income","Low income lines","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022","Prairie provinces","2021A00014","Females, 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133044","9.12.6.2","6.1","C","","","1"
"2021","Prairie provinces","2021A00014","Persons in economic families","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133046","9.13.6.1","312","D","","","0"
"2022","Prairie provinces","2021A00014","Persons in economic families","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133046","9.13.6.1","451","C","","","0"
"2021","Prairie provinces","2021A00014","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133047","9.13.6.2","5.4","D","","","1"
"2022","Prairie provinces","2021A00014","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133047","9.13.6.2","7.6","C","","","1"
"2021","Prairie provinces","2021A00014","Persons not in an economic family","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133085","9.26.6.1","246","C","","","0"
"2022","Prairie provinces","2021A00014","Persons not in an economic family","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133085","9.26.6.1","262","B","","","0"
"2021","Prairie provinces","2021A00014","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133086","9.26.6.2","24.7","C","","","1"
"2022","Prairie provinces","2021A00014","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133086","9.26.6.2","25.8","B","","","1"
"2021","Manitoba","2021A000246","All persons","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133112","10.1.6.1","115","C","","","0"
"2022","Manitoba","2021A000246","All persons","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133112","10.1.6.1","151","B","","","0"
"2021","Manitoba","2021A000246","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133113","10.1.6.2","8.8","C","","","1"
"2022","Manitoba","2021A000246","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133113","10.1.6.2","11.5","B","","","1"
"2021","Manitoba","2021A000246","Persons under 18 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133115","10.2.6.1","28","D","","","0"
"2022","Manitoba","2021A000246","Persons under 18 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133115","10.2.6.1","38","C","","","0"
"2021","Manitoba","2021A000246","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133116","10.2.6.2","9.5","D","","","1"
"2022","Manitoba","2021A000246","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133116","10.2.6.2","13.3","C","","","1"
"2021","Manitoba","2021A000246","Persons 18 to 64 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133118","10.3.6.1","74","C","","","0"
"2022","Manitoba","2021A000246","Persons 18 to 64 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133118","10.3.6.1","98","B","","","0"
"2021","Manitoba","2021A000246","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133119","10.3.6.2","9.5","C","","","1"
"2022","Manitoba","2021A000246","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133119","10.3.6.2","12.3","B","","","1"
"2021","Manitoba","2021A000246","Persons 65 years and over","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133121","10.4.6.1","12","D","","","0"
"2022","Manitoba","2021A000246","Persons 65 years and over","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133121","10.4.6.1","14","D","","","0"
"2021","Manitoba","2021A000246","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133122","10.4.6.2","5.8","D","","","1"
"2022","Manitoba","2021A000246","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133122","10.4.6.2","6.3","D","","","1"
"2021","Manitoba","2021A000246","Males","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133124","10.5.6.1","56","D","","","0"
"2022","Manitoba","2021A000246","Males","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133124","10.5.6.1","73","C","","","0"
"2021","Manitoba","2021A000246","Males","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133125","10.5.6.2","8.6","D","","","1"
"2022","Manitoba","2021A000246","Males","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133125","10.5.6.2","11.2","C","","","1"
"2021","Manitoba","2021A000246","Males, under 18 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133127","10.6.6.1","13","E","","","0"
"2022","Manitoba","2021A000246","Males, under 18 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133127","10.6.6.1","20","D","","","0"
"2021","Manitoba","2021A000246","Males, under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133128","10.6.6.2","8.8","E","","","1"
"2022","Manitoba","2021A000246","Males, under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133128","10.6.6.2","13.3","D","","","1"
"2021","Manitoba","2021A000246","Males, 18 to 64 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133130","10.7.6.1","38","D","","","0"
"2022","Manitoba","2021A000246","Males, 18 to 64 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133130","10.7.6.1","48","C","","","0"
"2021","Manitoba","2021A000246","Males, 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133131","10.7.6.2","9.7","D","","","1"
"2022","Manitoba","2021A000246","Males, 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133131","10.7.6.2","11.9","C","","","1"
"2021","Manitoba","2021A000246","Males, 65 years and over","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133133","10.8.6.1","","F","","","0"
"2022","Manitoba","2021A000246","Males, 65 years and over","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133133","10.8.6.1","6","D","","","0"
"2021","Manitoba","2021A000246","Males, 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133134","10.8.6.2","4.4","E","","","1"
"2022","Manitoba","2021A000246","Males, 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133134","10.8.6.2","5.4","D","","","1"
"2021","Manitoba","2021A000246","Females","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133136","10.9.6.1","59","C","","","0"
"2022","Manitoba","2021A000246","Females","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133136","10.9.6.1","78","B","","","0"
"2021","Manitoba","2021A000246","Females","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133137","10.9.6.2","9.1","C","","","1"
"2022","Manitoba","2021A000246","Females","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133137","10.9.6.2","11.8","B","","","1"
"2021","Manitoba","2021A000246","Females, under 18 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133139","10.10.6.1","15","D","","","0"
"2022","Manitoba","2021A000246","Females, under 18 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133139","10.10.6.1","18","C","","","0"
"2021","Manitoba","2021A000246","Females, under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133140","10.10.6.2","10.2","D","","","1"
"2022","Manitoba","2021A000246","Females, under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133140","10.10.6.2","13.2","C","","","1"
"2021","Manitoba","2021A000246","Females, 18 to 64 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133142","10.11.6.1","36","D","","","0"
"2022","Manitoba","2021A000246","Females, 18 to 64 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133142","10.11.6.1","51","C","","","0"
"2021","Manitoba","2021A000246","Females, 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133143","10.11.6.2","9.2","D","","","1"
"2022","Manitoba","2021A000246","Females, 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133143","10.11.6.2","12.7","C","","","1"
"2021","Manitoba","2021A000246","Females, 65 years and over","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133145","10.12.6.1","8","D","","","0"
"2022","Manitoba","2021A000246","Females, 65 years and over","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133145","10.12.6.1","8","D","","","0"
"2021","Manitoba","2021A000246","Females, 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133146","10.12.6.2","7.0","D","","","1"
"2022","Manitoba","2021A000246","Females, 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133146","10.12.6.2","7.1","D","","","1"
"2021","Manitoba","2021A000246","Persons in economic families","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133148","10.13.6.1","67","D","","","0"
"2022","Manitoba","2021A000246","Persons in economic families","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133148","10.13.6.1","97","C","","","0"
"2021","Manitoba","2021A000246","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133149","10.13.6.2","6.1","D","","","1"
"2022","Manitoba","2021A000246","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133149","10.13.6.2","8.8","C","","","1"
"2021","Manitoba","2021A000246","Persons not in an economic family","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133187","10.26.6.1","47","C","","","0"
"2022","Manitoba","2021A000246","Persons not in an economic family","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133187","10.26.6.1","54","B","","","0"
"2021","Manitoba","2021A000246","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133188","10.26.6.2","23.9","C","","","1"
"2022","Manitoba","2021A000246","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133188","10.26.6.2","26.3","B","","","1"
"2021","Saskatchewan","2021A000247","All persons","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133214","11.1.6.1","101","C","","","0"
"2022","Saskatchewan","2021A000247","All persons","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133214","11.1.6.1","125","B","","","0"
"2021","Saskatchewan","2021A000247","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133215","11.1.6.2","9.1","C","","","1"
"2022","Saskatchewan","2021A000247","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133215","11.1.6.2","11.1","B","","","1"
"2021","Saskatchewan","2021A000247","Persons under 18 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133217","11.2.6.1","22","E","","","0"
"2022","Saskatchewan","2021A000247","Persons under 18 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133217","11.2.6.1","35","C","","","0"
"2021","Saskatchewan","2021A000247","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133218","11.2.6.2","8.5","E","","","1"
"2022","Saskatchewan","2021A000247","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133218","11.2.6.2","13.6","C","","","1"
"2021","Saskatchewan","2021A000247","Persons 18 to 64 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133220","11.3.6.1","69","C","","","0"
"2022","Saskatchewan","2021A000247","Persons 18 to 64 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133220","11.3.6.1","80","B","","","0"
"2021","Saskatchewan","2021A000247","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133221","11.3.6.2","10.4","C","","","1"
"2022","Saskatchewan","2021A000247","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133221","11.3.6.2","11.9","B","","","1"
"2021","Saskatchewan","2021A000247","Persons 65 years and over","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133223","11.4.6.1","10","D","","","0"
"2022","Saskatchewan","2021A000247","Persons 65 years and over","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133223","11.4.6.1","9","D","","","0"
"2021","Saskatchewan","2021A000247","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133224","11.4.6.2","5.5","D","","","1"
"2022","Saskatchewan","2021A000247","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133224","11.4.6.2","4.9","D","","","1"
"2021","Saskatchewan","2021A000247","Males","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133226","11.5.6.1","51","D","","","0"
"2022","Saskatchewan","2021A000247","Males","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133226","11.5.6.1","63","B","","","0"
"2021","Saskatchewan","2021A000247","Males","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133227","11.5.6.2","9.1","D","","","1"
"2022","Saskatchewan","2021A000247","Males","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133227","11.5.6.2","11.1","B","","","1"
"2021","Saskatchewan","2021A000247","Males, under 18 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133229","11.6.6.1","13","E","","","0"
"2022","Saskatchewan","2021A000247","Males, under 18 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133229","11.6.6.1","19","C","","","0"
"2021","Saskatchewan","2021A000247","Males, under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133230","11.6.6.2","9.7","E","","","1"
"2022","Saskatchewan","2021A000247","Males, under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133230","11.6.6.2","14.1","D","","","1"
"2021","Saskatchewan","2021A000247","Males, 18 to 64 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133232","11.7.6.1","35","D","","","0"
"2022","Saskatchewan","2021A000247","Males, 18 to 64 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133232","11.7.6.1","40","C","","","0"
"2021","Saskatchewan","2021A000247","Males, 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133233","11.7.6.2","10.2","D","","","1"
"2022","Saskatchewan","2021A000247","Males, 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133233","11.7.6.2","11.8","C","","","1"
"2021","Saskatchewan","2021A000247","Males, 65 years and over","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133235","11.8.6.1","","F","","","0"
"2022","Saskatchewan","2021A000247","Males, 65 years and over","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133235","11.8.6.1","4","D","","","0"
"2021","Saskatchewan","2021A000247","Males, 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133236","11.8.6.2","4.2","E","","","1"
"2022","Saskatchewan","2021A000247","Males, 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133236","11.8.6.2","4.1","D","","","1"
"2021","Saskatchewan","2021A000247","Females","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133238","11.9.6.1","50","D","","","0"
"2022","Saskatchewan","2021A000247","Females","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133238","11.9.6.1","62","C","","","0"
"2021","Saskatchewan","2021A000247","Females","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133239","11.9.6.2","9.1","D","","","1"
"2022","Saskatchewan","2021A000247","Females","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133239","11.9.6.2","11.1","C","","","1"
"2021","Saskatchewan","2021A000247","Females, under 18 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133241","11.10.6.1","9","E","","","0"
"2022","Saskatchewan","2021A000247","Females, under 18 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133241","11.10.6.1","16","D","","","0"
"2021","Saskatchewan","2021A000247","Females, under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133242","11.10.6.2","7.3","E","","","1"
"2022","Saskatchewan","2021A000247","Females, under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133242","11.10.6.2","13.1","D","","","1"
"2021","Saskatchewan","2021A000247","Females, 18 to 64 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133244","11.11.6.1","34","D","","","0"
"2022","Saskatchewan","2021A000247","Females, 18 to 64 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133244","11.11.6.1","40","C","","","0"
"2021","Saskatchewan","2021A000247","Females, 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133245","11.11.6.2","10.6","D","","","1"
"2022","Saskatchewan","2021A000247","Females, 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133245","11.11.6.2","12.1","C","","","1"
"2021","Saskatchewan","2021A000247","Females, 65 years and over","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133247","11.12.6.1","6","E","","","0"
"2022","Saskatchewan","2021A000247","Females, 65 years and over","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133247","11.12.6.1","6","D","","","0"
"2021","Saskatchewan","2021A000247","Females, 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133248","11.12.6.2","6.6","E","","","1"
"2022","Saskatchewan","2021A000247","Females, 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133248","11.12.6.2","5.6","D","","","1"
"2021","Saskatchewan","2021A000247","Persons in economic families","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133250","11.13.6.1","59","D","","","0"
"2022","Saskatchewan","2021A000247","Persons in economic families","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133250","11.13.6.1","79","C","","","0"
"2021","Saskatchewan","2021A000247","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133251","11.13.6.2","6.4","D","","","1"
"2022","Saskatchewan","2021A000247","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133251","11.13.6.2","8.3","C","","","1"
"2021","Saskatchewan","2021A000247","Persons not in an economic family","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133289","11.26.6.1","41","C","","","0"
"2022","Saskatchewan","2021A000247","Persons not in an economic family","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133289","11.26.6.1","46","B","","","0"
"2021","Saskatchewan","2021A000247","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133290","11.26.6.2","23.8","C","","","1"
"2022","Saskatchewan","2021A000247","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133290","11.26.6.2","26.1","B","","","1"
"2021","Alberta","2021A000248","All persons","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133316","12.1.6.1","342","C","","","0"
"2022","Alberta","2021A000248","All persons","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133316","12.1.6.1","437","C","","","0"
"2021","Alberta","2021A000248","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133317","12.1.6.2","7.8","C","","","1"
"2022","Alberta","2021A000248","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133317","12.1.6.2","9.7","C","","","1"
"2021","Alberta","2021A000248","Persons under 18 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133319","12.2.6.1","74","E","","","0"
"2022","Alberta","2021A000248","Persons under 18 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133319","12.2.6.1","115","D","","","0"
"2021","Alberta","2021A000248","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133320","12.2.6.2","7.5","E","","","1"
"2022","Alberta","2021A000248","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133320","12.2.6.2","11.2","D","","","1"
"2021","Alberta","2021A000248","Persons 18 to 64 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133322","12.3.6.1","231","C","","","0"
"2022","Alberta","2021A000248","Persons 18 to 64 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133322","12.3.6.1","284","B","","","0"
"2021","Alberta","2021A000248","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133323","12.3.6.2","8.3","C","","","1"
"2022","Alberta","2021A000248","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133323","12.3.6.2","10.2","B","","","1"
"2021","Alberta","2021A000248","Persons 65 years and over","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133325","12.4.6.1","37","D","","","0"
"2022","Alberta","2021A000248","Persons 65 years and over","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133325","12.4.6.1","37","D","","","0"
"2021","Alberta","2021A000248","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133326","12.4.6.2","5.9","D","","","1"
"2022","Alberta","2021A000248","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133326","12.4.6.2","5.6","D","","","1"
"2021","Alberta","2021A000248","Males","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133328","12.5.6.1","164","D","","","0"
"2022","Alberta","2021A000248","Males","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133328","12.5.6.1","209","C","","","0"
"2021","Alberta","2021A000248","Males","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133329","12.5.6.2","7.5","D","","","1"
"2022","Alberta","2021A000248","Males","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133329","12.5.6.2","9.3","C","","","1"
"2021","Alberta","2021A000248","Males, under 18 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133331","12.6.6.1","33","E","","","0"
"2022","Alberta","2021A000248","Males, under 18 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133331","12.6.6.1","53","D","","","0"
"2021","Alberta","2021A000248","Males, under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133332","12.6.6.2","6.9","E","","","1"
"2022","Alberta","2021A000248","Males, under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133332","12.6.6.2","10.1","D","","","1"
"2021","Alberta","2021A000248","Males, 18 to 64 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133334","12.7.6.1","114","D","","","0"
"2022","Alberta","2021A000248","Males, 18 to 64 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133334","12.7.6.1","140","C","","","0"
"2021","Alberta","2021A000248","Males, 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133335","12.7.6.2","8.1","D","","","1"
"2022","Alberta","2021A000248","Males, 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133335","12.7.6.2","9.8","C","","","1"
"2021","Alberta","2021A000248","Males, 65 years and over","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133337","12.8.6.1","16","E","","","0"
"2022","Alberta","2021A000248","Males, 65 years and over","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133337","12.8.6.1","17","D","","","0"
"2021","Alberta","2021A000248","Males, 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133338","12.8.6.2","5.5","E","","","1"
"2022","Alberta","2021A000248","Males, 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133338","12.8.6.2","5.3","D","","","1"
"2021","Alberta","2021A000248","Females","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133340","12.9.6.1","178","D","","","0"
"2022","Alberta","2021A000248","Females","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133340","12.9.6.1","228","C","","","0"
"2021","Alberta","2021A000248","Females","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133341","12.9.6.2","8.1","D","","","1"
"2022","Alberta","2021A000248","Females","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133341","12.9.6.2","10.2","C","","","1"
"2021","Alberta","2021A000248","Females, under 18 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133343","12.10.6.1","40","E","","","0"
"2022","Alberta","2021A000248","Females, under 18 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133343","12.10.6.1","63","D","","","0"
"2021","Alberta","2021A000248","Females, under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133344","12.10.6.2","8.1","E","","","1"
"2022","Alberta","2021A000248","Females, under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133344","12.10.6.2","12.4","D","","","1"
"2021","Alberta","2021A000248","Females, 18 to 64 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133346","12.11.6.1","117","D","","","0"
"2022","Alberta","2021A000248","Females, 18 to 64 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133346","12.11.6.1","145","C","","","0"
"2021","Alberta","2021A000248","Females, 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133347","12.11.6.2","8.6","D","","","1"
"2022","Alberta","2021A000248","Females, 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133347","12.11.6.2","10.5","C","","","1"
"2021","Alberta","2021A000248","Females, 65 years and over","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133349","12.12.6.1","21","E","","","0"
"2022","Alberta","2021A000248","Females, 65 years and over","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133349","12.12.6.1","21","D","","","0"
"2021","Alberta","2021A000248","Females, 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133350","12.12.6.2","6.3","E","","","1"
