"REF_DATE","GEO","DGUID","Age group","Sex","Indicators","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022","Alberta","2016A000248","65 years and over","Males","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110820107","10.6.2.25.1","289900","","","","0"
"2021","Alberta","2016A000248","65 years and over","Males","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110820114","10.6.2.26.1","","..","","","0"
"2022","Alberta","2016A000248","65 years and over","Males","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110820114","10.6.2.26.1","","..","","","0"
"2021","Alberta","2016A000248","65 years and over","Males","Influenza immunization in the past 12 months","Number of persons","Number","223","units","0","v123342035","10.6.2.27.1","","..","","","0"
"2022","Alberta","2016A000248","65 years and over","Males","Influenza immunization in the past 12 months","Number of persons","Number","223","units","0","v123342035","10.6.2.27.1","194100","","","","0"
"2021","Alberta","2016A000248","65 years and over","Females","Perceived health, very good or excellent","Number of persons","Number","223","units","0","v110820121","10.6.3.1.1","184200","","","","0"
"2022","Alberta","2016A000248","65 years and over","Females","Perceived health, very good or excellent","Number of persons","Number","223","units","0","v110820121","10.6.3.1.1","157200","","","","0"
"2021","Alberta","2016A000248","65 years and over","Females","Perceived health, fair or poor","Number of persons","Number","223","units","0","v110820128","10.6.3.2.1","53300","","","","0"
"2022","Alberta","2016A000248","65 years and over","Females","Perceived health, fair or poor","Number of persons","Number","223","units","0","v110820128","10.6.3.2.1","70600","","","","0"
"2021","Alberta","2016A000248","65 years and over","Females","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110820135","10.6.3.3.1","208200","","","","0"
"2022","Alberta","2016A000248","65 years and over","Females","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110820135","10.6.3.3.1","198800","","","","0"
"2021","Alberta","2016A000248","65 years and over","Females","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v110820142","10.6.3.4.1","22700","E","","","0"
"2022","Alberta","2016A000248","65 years and over","Females","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v110820142","10.6.3.4.1","35400","","","","0"
"2021","Alberta","2016A000248","65 years and over","Females","Perceived life stress, most days quite a bit or extremely stressful","Number of persons","Number","223","units","0","v110820149","10.6.3.5.1","33700","","","","0"
"2022","Alberta","2016A000248","65 years and over","Females","Perceived life stress, most days quite a bit or extremely stressful","Number of persons","Number","223","units","0","v110820149","10.6.3.5.1","43200","","","","0"
"2021","Alberta","2016A000248","65 years and over","Females","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Number of persons","Number","223","units","0","v110820156","10.6.3.6.1","104800","","","","0"
"2022","Alberta","2016A000248","65 years and over","Females","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Number of persons","Number","223","units","0","v110820156","10.6.3.6.1","112000","","","","0"
"2021","Alberta","2016A000248","65 years and over","Females","Body mass index, adjusted self-reported, adult (18 years and over), obese","Number of persons","Number","223","units","0","v110820163","10.6.3.7.1","94800","","","","0"
"2022","Alberta","2016A000248","65 years and over","Females","Body mass index, adjusted self-reported, adult (18 years and over), obese","Number of persons","Number","223","units","0","v110820163","10.6.3.7.1","96800","","","","0"
"2021","Alberta","2016A000248","65 years and over","Females","Arthritis (15 years and over)","Number of persons","Number","223","units","0","v110820177","10.6.3.9.1","180200","","","","0"
"2022","Alberta","2016A000248","65 years and over","Females","Arthritis (15 years and over)","Number of persons","Number","223","units","0","v110820177","10.6.3.9.1","186600","","","","0"
"2021","Alberta","2016A000248","65 years and over","Females","Diabetes","Number of persons","Number","223","units","0","v110820184","10.6.3.10.1","37400","","","","0"
"2022","Alberta","2016A000248","65 years and over","Females","Diabetes","Number of persons","Number","223","units","0","v110820184","10.6.3.10.1","50100","","","","0"
"2021","Alberta","2016A000248","65 years and over","Females","Asthma","Number of persons","Number","223","units","0","v110820191","10.6.3.11.1","","..","","","0"
"2022","Alberta","2016A000248","65 years and over","Females","Asthma","Number of persons","Number","223","units","0","v110820191","10.6.3.11.1","","..","","","0"
"2021","Alberta","2016A000248","65 years and over","Females","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Number of persons","Number","223","units","0","v110820198","10.6.3.12.1","","..","","","0"
"2022","Alberta","2016A000248","65 years and over","Females","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Number of persons","Number","223","units","0","v110820198","10.6.3.12.1","","..","","","0"
"2021","Alberta","2016A000248","65 years and over","Females","High blood pressure","Number of persons","Number","223","units","0","v110820205","10.6.3.13.1","129000","","","","0"
"2022","Alberta","2016A000248","65 years and over","Females","High blood pressure","Number of persons","Number","223","units","0","v110820205","10.6.3.13.1","151900","","","","0"
"2021","Alberta","2016A000248","65 years and over","Females","Mood disorder","Number of persons","Number","223","units","0","v110820212","10.6.3.14.1","28000","","","","0"
"2022","Alberta","2016A000248","65 years and over","Females","Mood disorder","Number of persons","Number","223","units","0","v110820212","10.6.3.14.1","32300","","","","0"
"2022","Alberta","2016A000248","65 years and over","Females","Anxiety disorder","Number of persons","Number","223","units","0","v1574208749","10.6.3.30.1","38900","","","","0"
"2021","Alberta","2016A000248","65 years and over","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110820219","10.6.3.15.1","27900","","","","0"
"2022","Alberta","2016A000248","65 years and over","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110820219","10.6.3.15.1","30200","","","","0"
"2021","Alberta","2016A000248","65 years and over","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110820226","10.6.3.16.1","21100","E","","","0"
"2022","Alberta","2016A000248","65 years and over","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110820226","10.6.3.16.1","28800","E","","","0"
"2021","Alberta","2016A000248","65 years and over","Females","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390952209","10.6.3.28.1","24300","E","","","0"
"2022","Alberta","2016A000248","65 years and over","Females","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390952209","10.6.3.28.1","26200","E","","","0"
"2021","Alberta","2016A000248","65 years and over","Females","Cannabis frequency of use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1390952217","10.6.3.29.1","7500","E","","","0"
"2022","Alberta","2016A000248","65 years and over","Females","Cannabis frequency of use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1390952217","10.6.3.29.1","","F","","","0"
"2022","Alberta","2016A000248","65 years and over","Females","Ever used e-cigarette or vaping device","Number of persons","Number","223","units","0","v1574208757","10.6.3.31.1","21900","E","","","0"
"2022","Alberta","2016A000248","65 years and over","Females","Used e-cigarette or vaping device, past 30 days","Number of persons","Number","223","units","0","v1574208765","10.6.3.32.1","","F","","","0"
"2021","Alberta","2016A000248","65 years and over","Females","Heavy drinking","Number of persons","Number","223","units","0","v110820233","10.6.3.17.1","17300","E","","","0"
"2022","Alberta","2016A000248","65 years and over","Females","Heavy drinking","Number of persons","Number","223","units","0","v110820233","10.6.3.17.1","22700","E","","","0"
"2021","Alberta","2016A000248","65 years and over","Females","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Number of persons","Number","223","units","0","v110820240","10.6.3.18.1","138100","","","","0"
"2022","Alberta","2016A000248","65 years and over","Females","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Number of persons","Number","223","units","0","v110820240","10.6.3.18.1","","..","","","0"
"2021","Alberta","2016A000248","65 years and over","Females","Breast milk feeding initiation","Number of persons","Number","223","units","0","v110820254","10.6.3.20.1","","..","","","0"
"2022","Alberta","2016A000248","65 years and over","Females","Breast milk feeding initiation","Number of persons","Number","223","units","0","v110820254","10.6.3.20.1","","..","","","0"
"2021","Alberta","2016A000248","65 years and over","Females","Exclusive breastfeeding, at least 6 months","Number of persons","Number","223","units","0","v110820261","10.6.3.21.1","","..","","","0"
"2022","Alberta","2016A000248","65 years and over","Females","Exclusive breastfeeding, at least 6 months","Number of persons","Number","223","units","0","v110820261","10.6.3.21.1","","..","","","0"
"2021","Alberta","2016A000248","65 years and over","Females","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110820268","10.6.3.22.1","98700","","","","0"
"2022","Alberta","2016A000248","65 years and over","Females","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110820268","10.6.3.22.1","","..","","","0"
"2021","Alberta","2016A000248","65 years and over","Females","Sense of belonging to local community, somewhat strong or very strong","Number of persons","Number","223","units","0","v110820275","10.6.3.23.1","219700","","","","0"
"2022","Alberta","2016A000248","65 years and over","Females","Sense of belonging to local community, somewhat strong or very strong","Number of persons","Number","223","units","0","v110820275","10.6.3.23.1","243500","","","","0"
"2021","Alberta","2016A000248","65 years and over","Females","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110820282","10.6.3.24.1","278400","","","","0"
"2022","Alberta","2016A000248","65 years and over","Females","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110820282","10.6.3.24.1","299400","","","","0"
"2021","Alberta","2016A000248","65 years and over","Females","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110820289","10.6.3.25.1","309900","","","","0"
"2022","Alberta","2016A000248","65 years and over","Females","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110820289","10.6.3.25.1","330500","","","","0"
"2021","Alberta","2016A000248","65 years and over","Females","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110820296","10.6.3.26.1","","..","","","0"
"2022","Alberta","2016A000248","65 years and over","Females","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110820296","10.6.3.26.1","","..","","","0"
"2021","Alberta","2016A000248","65 years and over","Females","Influenza immunization in the past 12 months","Number of persons","Number","223","units","0","v123342043","10.6.3.27.1","","..","","","0"
"2022","Alberta","2016A000248","65 years and over","Females","Influenza immunization in the past 12 months","Number of persons","Number","223","units","0","v123342043","10.6.3.27.1","222800","","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Males","Perceived health, very good or excellent","Number of persons","Number","223","units","0","v110821577","11.3.2.1.1","419500","","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Males","Perceived health, very good or excellent","Number of persons","Number","223","units","0","v110821577","11.3.2.1.1","349500","","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Males","Perceived health, fair or poor","Number of persons","Number","223","units","0","v110821584","11.3.2.2.1","39200","E","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Males","Perceived health, fair or poor","Number of persons","Number","223","units","0","v110821584","11.3.2.2.1","","F","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Males","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110821591","11.3.2.3.1","308100","","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Males","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110821591","11.3.2.3.1","309700","","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Males","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v110821598","11.3.2.4.1","100800","E","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Males","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v110821598","11.3.2.4.1","103700","E","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Males","Perceived life stress, most days quite a bit or extremely stressful","Number of persons","Number","223","units","0","v110821605","11.3.2.5.1","110100","","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Males","Perceived life stress, most days quite a bit or extremely stressful","Number of persons","Number","223","units","0","v110821605","11.3.2.5.1","101400","E","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Males","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Number of persons","Number","223","units","0","v110821612","11.3.2.6.1","190300","","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Males","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Number of persons","Number","223","units","0","v110821612","11.3.2.6.1","184900","","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Males","Body mass index, adjusted self-reported, adult (18 years and over), obese","Number of persons","Number","223","units","0","v110821619","11.3.2.7.1","100700","E","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Males","Body mass index, adjusted self-reported, adult (18 years and over), obese","Number of persons","Number","223","units","0","v110821619","11.3.2.7.1","124700","E","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Males","Arthritis (15 years and over)","Number of persons","Number","223","units","0","v110821633","11.3.2.9.1","","F","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Males","Arthritis (15 years and over)","Number of persons","Number","223","units","0","v110821633","11.3.2.9.1","","F","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Males","Diabetes","Number of persons","Number","223","units","0","v110821640","11.3.2.10.1","","F","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Males","Diabetes","Number of persons","Number","223","units","0","v110821640","11.3.2.10.1","","x","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Males","Asthma","Number of persons","Number","223","units","0","v110821647","11.3.2.11.1","","..","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Males","Asthma","Number of persons","Number","223","units","0","v110821647","11.3.2.11.1","","..","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Males","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Number of persons","Number","223","units","0","v110821654","11.3.2.12.1","","..","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Males","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Number of persons","Number","223","units","0","v110821654","11.3.2.12.1","","..","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Males","High blood pressure","Number of persons","Number","223","units","0","v110821661","11.3.2.13.1","","F","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Males","High blood pressure","Number of persons","Number","223","units","0","v110821661","11.3.2.13.1","","F","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Males","Mood disorder","Number of persons","Number","223","units","0","v110821668","11.3.2.14.1","68500","E","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Males","Mood disorder","Number of persons","Number","223","units","0","v110821668","11.3.2.14.1","54300","E","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Males","Anxiety disorder","Number of persons","Number","223","units","0","v1574210074","11.3.2.30.1","73000","E","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110821675","11.3.2.15.1","61100","E","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110821675","11.3.2.15.1","69300","E","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110821682","11.3.2.16.1","33000","E","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110821682","11.3.2.16.1","","F","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Males","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390952337","11.3.2.28.1","214500","","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Males","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390952337","11.3.2.28.1","233900","","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Males","Cannabis frequency of use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1390952345","11.3.2.29.1","54100","E","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Males","Cannabis frequency of use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1390952345","11.3.2.29.1","55200","E","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Males","Ever used e-cigarette or vaping device","Number of persons","Number","223","units","0","v1574210082","11.3.2.31.1","242800","","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Males","Used e-cigarette or vaping device, past 30 days","Number of persons","Number","223","units","0","v1574210090","11.3.2.32.1","100400","E","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Males","Heavy drinking","Number of persons","Number","223","units","0","v110821689","11.3.2.17.1","114700","","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Males","Heavy drinking","Number of persons","Number","223","units","0","v110821689","11.3.2.17.1","156800","","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Males","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Number of persons","Number","223","units","0","v110821696","11.3.2.18.1","408000","","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Males","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Number of persons","Number","223","units","0","v110821696","11.3.2.18.1","","..","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Males","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110821724","11.3.2.22.1","59900","E","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Males","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110821724","11.3.2.22.1","","..","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Males","Sense of belonging to local community, somewhat strong or very strong","Number of persons","Number","223","units","0","v110821731","11.3.2.23.1","379800","","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Males","Sense of belonging to local community, somewhat strong or very strong","Number of persons","Number","223","units","0","v110821731","11.3.2.23.1","342000","","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Males","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110821738","11.3.2.24.1","528400","","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Males","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110821738","11.3.2.24.1","498800","","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Males","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110821745","11.3.2.25.1","403800","","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Males","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110821745","11.3.2.25.1","370700","","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Males","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110821752","11.3.2.26.1","","..","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Males","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110821752","11.3.2.26.1","","..","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Males","Influenza immunization in the past 12 months","Number of persons","Number","223","units","0","v123342107","11.3.2.27.1","","..","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Males","Influenza immunization in the past 12 months","Number of persons","Number","223","units","0","v123342107","11.3.2.27.1","109700","E","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Females","Perceived health, very good or excellent","Number of persons","Number","223","units","0","v110821759","11.3.3.1.1","355500","","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Females","Perceived health, very good or excellent","Number of persons","Number","223","units","0","v110821759","11.3.3.1.1","314100","","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Females","Perceived health, fair or poor","Number of persons","Number","223","units","0","v110821766","11.3.3.2.1","47300","E","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Females","Perceived health, fair or poor","Number of persons","Number","223","units","0","v110821766","11.3.3.2.1","81000","E","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Females","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110821773","11.3.3.3.1","259300","","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Females","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110821773","11.3.3.3.1","206000","","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Females","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v110821780","11.3.3.4.1","115600","","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Females","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v110821780","11.3.3.4.1","179200","","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Females","Perceived life stress, most days quite a bit or extremely stressful","Number of persons","Number","223","units","0","v110821787","11.3.3.5.1","105800","E","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Females","Perceived life stress, most days quite a bit or extremely stressful","Number of persons","Number","223","units","0","v110821787","11.3.3.5.1","170700","","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Females","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Number of persons","Number","223","units","0","v110821794","11.3.3.6.1","116100","E","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Females","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Number of persons","Number","223","units","0","v110821794","11.3.3.6.1","120900","E","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Females","Body mass index, adjusted self-reported, adult (18 years and over), obese","Number of persons","Number","223","units","0","v110821801","11.3.3.7.1","103400","","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Females","Body mass index, adjusted self-reported, adult (18 years and over), obese","Number of persons","Number","223","units","0","v110821801","11.3.3.7.1","99100","E","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Females","Arthritis (15 years and over)","Number of persons","Number","223","units","0","v110821815","11.3.3.9.1","","F","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Females","Arthritis (15 years and over)","Number of persons","Number","223","units","0","v110821815","11.3.3.9.1","","F","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Females","Diabetes","Number of persons","Number","223","units","0","v110821822","11.3.3.10.1","","F","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Females","Diabetes","Number of persons","Number","223","units","0","v110821822","11.3.3.10.1","","x","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Females","Asthma","Number of persons","Number","223","units","0","v110821829","11.3.3.11.1","","..","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Females","Asthma","Number of persons","Number","223","units","0","v110821829","11.3.3.11.1","","..","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Females","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Number of persons","Number","223","units","0","v110821836","11.3.3.12.1","","..","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Females","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Number of persons","Number","223","units","0","v110821836","11.3.3.12.1","","..","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Females","High blood pressure","Number of persons","Number","223","units","0","v110821843","11.3.3.13.1","","F","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Females","High blood pressure","Number of persons","Number","223","units","0","v110821843","11.3.3.13.1","","F","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Females","Mood disorder","Number of persons","Number","223","units","0","v110821850","11.3.3.14.1","101700","E","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Females","Mood disorder","Number of persons","Number","223","units","0","v110821850","11.3.3.14.1","154200","","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Females","Anxiety disorder","Number of persons","Number","223","units","0","v1574210141","11.3.3.30.1","193600","","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110821857","11.3.3.15.1","34600","E","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110821857","11.3.3.15.1","","F","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110821864","11.3.3.16.1","","F","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110821864","11.3.3.16.1","","F","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Females","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390952353","11.3.3.28.1","235500","","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Females","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390952353","11.3.3.28.1","213800","","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Females","Cannabis frequency of use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1390952361","11.3.3.29.1","49000","E","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Females","Cannabis frequency of use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1390952361","11.3.3.29.1","","F","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Females","Ever used e-cigarette or vaping device","Number of persons","Number","223","units","0","v1574210149","11.3.3.31.1","220000","","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Females","Used e-cigarette or vaping device, past 30 days","Number of persons","Number","223","units","0","v1574210157","11.3.3.32.1","80900","E","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Females","Heavy drinking","Number of persons","Number","223","units","0","v110821871","11.3.3.17.1","88500","E","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Females","Heavy drinking","Number of persons","Number","223","units","0","v110821871","11.3.3.17.1","141800","","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Females","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Number of persons","Number","223","units","0","v110821878","11.3.3.18.1","340000","","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Females","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Number of persons","Number","223","units","0","v110821878","11.3.3.18.1","","..","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Females","Breast milk feeding initiation","Number of persons","Number","223","units","0","v110821892","11.3.3.20.1","59100","E","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Females","Breast milk feeding initiation","Number of persons","Number","223","units","0","v110821892","11.3.3.20.1","76100","E","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Females","Exclusive breastfeeding, at least 6 months","Number of persons","Number","223","units","0","v110821899","11.3.3.21.1","27000","E","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Females","Exclusive breastfeeding, at least 6 months","Number of persons","Number","223","units","0","v110821899","11.3.3.21.1","","F","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Females","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110821906","11.3.3.22.1","103300","E","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Females","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110821906","11.3.3.22.1","","..","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Females","Sense of belonging to local community, somewhat strong or very strong","Number of persons","Number","223","units","0","v110821913","11.3.3.23.1","377300","","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Females","Sense of belonging to local community, somewhat strong or very strong","Number of persons","Number","223","units","0","v110821913","11.3.3.23.1","322400","","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Females","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110821920","11.3.3.24.1","527300","","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Females","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110821920","11.3.3.24.1","469600","","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Females","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110821927","11.3.3.25.1","436300","","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Females","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110821927","11.3.3.25.1","456500","","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Females","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110821934","11.3.3.26.1","","..","","","0"
"2022","British Columbia","2016A000259","18 to 34 years","Females","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110821934","11.3.3.26.1","","..","","","0"
"2021","British Columbia","2016A000259","18 to 34 years","Females","Influenza immunization in the past 12 months","Number of persons","Number","223","units","0","v123342115","11.3.3.27.1","","..","","","0"
